"event_title","event_id","event_subtitle","event_type","event_desc","event_loc","event_start","event_end","exp_attendance","exp_participants","event_host","event_url","event_address","latitude","longitude"
"2016 Hillcrest Farmers' Market (Sundays_","47411","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","DMV parking lot (3690 Normal St.) ~ Normal Street between Lilncoln Ave. & University Ave.","2016-11-06 09:00:00","2016-11-06 15:00:00","2,000","400","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3960 Normal Street","32.7503250573","-117.149186273"
"Fiesta Island Time Trial Series","47720","","ATHLETIC","A series of bicycle races held at Fiesta Island offering recreational and young riders an ideal
location to experience competitive cycling in a safe and controlled environment.","Fiesta Island","2016-11-06 07:00:00","2016-11-06 09:00:00","120","100","San Diego Bicycle Club","www.sdbc.org/fiesta-island-time-trial","1750 Fiesta Island Rd","32.7679501768","-117.212458722"
"20th Annual Komen San Diego Race for the Cure","48067","","ATHLETIC","People with breast cancer who are uninsured and underinsured need your help. The proceeds form this event provide breast cancer education, research,screenings, and treatment. All ages
are welcome to join breast cancer survivors and others on this 5K run/walk. An expo accompanies the event. ","Balboa Park: 6th Ave./Palm St. - 6th Ave. - Juniper St. - Balboa Dr. - El Prado - Pan American Rd. - President's Way - Park Blvd. - Hwy. 163 - Quince. . St. - Balboa Dr./Quince St.","2016-11-06 06:30:00","2016-11-06 11:00:00","11,000","200","San Diego Affiliate of Susan G Komen for the Cure","www.komensandiego.org","6th Ave & Palm St","32.7356016964","-117.159413562"
"Leukemia & Lymphoma Society (Light the Night Walk)","48490","","ATHLETIC","The Leukemia & Lymphoma Society has organized a walk to obtain funding for the cause. Participants are given balloons representing survivors & non-survivors. There is also a Remembrance Ceremony for families & friends to honor loved ones who've lost their battle with blood cancer. ","Park Blvd./Tony Gwynn Dr. - Park Blvd. - 10th Ave. - J St. - Tony Gwynn Dr. - Park Blvd./Tony Gwynn Dr.","2016-11-05 16:30:00","2016-11-05 20:30:00","4,000","50","The Leukemia & Lymphoma Society","www.lightthenight.org","100 Park Boulevard","32.706484282","-117.156340197"
"SDCCS Light The Night Against Crime 5K Run/Walk","48425","","ATHLETIC","Participants are encouraged to bring a flashlight on the nighttime run/walk as they join law enforcement and others who are against crime. Persons of all ages and abilities are encouraged to participate. The event concludes with a post-event social. Proceeds benefit the San Diego Crime Stoppers.","Ingraham Plaza and park pathwys inside NTC Park","2016-11-05 16:00:00","2016-11-05 21:00:00","1,500","50","San Diego County Crime Stoppers","www.sdcrimestoppers.org","","NaN","NaN"
"Old Town Artisan's Market","48040","","FARMERS","A weekend open air market offering an array of interesting art, jewelery, pottery, clothing, gift
items and more by local artists.","Harney Street between San Diego Avenue and Congress Street","2016-11-05 10:00:00","2016-11-05 16:30:00","1,000","100","Old Town San Diego Chamber of Commerce","","San Diego Ave & Harney St","32.7527798284","-117.19490439"
"Golden Hill Certified Farmer's Market","47827","","FARMERS","This farmer's market in Golden Hill offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, bakery, cheese, sauces, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","B Street between 27th St. & 28th St.","2016-11-05 09:30:00","2016-11-05 13:30:00","500","50","Brian's Farmer Markets","www.briansfarmermarkets.com","B St & 27th St","32.717914557","-117.136062254"
"City Heights Farmer's Market (Every Saturday)","47470","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, bakery, dry goods, prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop!","Wightman Street between 43rd St. & Fairmont Ave.","2016-11-05 09:00:00","2016-11-05 13:00:00","500","100","San Diego County Farm Bureau","www.sdfarmbureau.org","Wightman Street & Fairmont Ave.","32.7477470272","-117.100901315"
"Mira Mesa Invitational Band Review & Field Tourny","48428","","PARADES","Marching bands from throughout Southern California will compete in the synchronization of a parade down Mira Mesa Boulevard and in a Field Tournamentat Mira Mesa High School. Trophies are awarded for Band Auxiliary, Music Percussion, and Drum Major.","Parade: Mira Mesa High School - Hillery Dr. - Westonhill Dr. - Mira Mesa Blvd. - Mira Mesa High School ~ Field Tournament: Mira Mesa High School at 10510 Reagan Rd. ","2016-11-05 08:00:00","2016-11-05 22:00:00","2,500","200","Sapphire Sound and SDUSD","www.miramesaband.org","","NaN","NaN"
"The Mercato: Little Italy's Farmers Market (Sat.)","47358","","FARMERS","The Little Italy Mercato is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The Mercato also offers artisan foods and specialty items of all shapes and sizes.
","West Cedar Street between Front Street and Kettner Boulevard","2016-11-05 08:00:00","2016-11-05 14:00:00","1,500","400","Little Italy Association of San Diego","www.littleitalymercato.com","Front St & W Cedar St","32.7219541989","-117.164767717"
"Triathlon Club of San Diego","48240","","ATHLETIC","The Triathlon Club of San Diego offers several chances for club members to train and practice
for various races during the season.","Fiesta Island and Enchanted Cove in Mission Bay Park","2016-11-05 07:00:00","2016-11-05 09:00:00","200","20","Triathlon Club of San Diego","www.triclubsandiego.org","1750 Fiesta Island Rd","32.7679501768","-117.212458722"
"Bike The Coast","48447","","ATHLETIC","The event is comprised of several non-competitive bicycle rides that starts and finishes at the
Oceanside Pier. Participants can choose between verious distances; 7-miles, 15-miles, 25-miles, 50-miles, and 100-miles. It can be easy or challenging. The views are exceptional.","Oceanside Pier -
Carmel Valley Rd. - Camino Del Mar - Sorrento Valley Rd. - Carmel Mountain Rd. - El Camino Real - Via de la Valle - Del Mar - Solana. Beach - Encinitas - Carlsbad - Oceanside Pier
","2016-11-05 05:00:00","2016-11-05 17:00:00","2,000","100","Bike The Coast","www.bike-the-coast.com","","NaN","NaN"
"UTC Farmer's Market (Every Thursday)","47879","","FARMERS","This farmer's market in University City offers an array of groceries and goodies. Featured items
include fresh fruits and vegetables, flowers, bakery, cheese, sauces, dry goods, prepared
foods, and specialty treats. There are also gift items and craft creations. Come and shop!","Southbound Regents Road south of Porte de Merano to the dead end of Regents Road","2016-11-03 15:00:00","2016-11-03 19:00:00","250","40","Brian's Farmers' Market","www.briansfarmersmarket.com","7397 Regents Rd","32.857293971","-117.219793012"
"North Park Farmer's Market","47933","","FARMERS","This farmer's market in North Park offers locally grown vegetables, fruits, fresh flowers, eggs,
artisan products, and craft vendors providing North Park residents and visitors with healthy
foods in a family oriented community gathering place. ","North Park Way between Granada Avenue and 30th Street","2016-11-03 15:00:00","2016-11-03 20:00:00","900","70","North Park Main Street","","Granada Ave & N Park Way","32.7473727523","-117.131889699"
"Ocean Beach Certified Farmer's Market (Wednesdays)","47679","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","Newport Avenue between Bacon and Cable Streets ","2016-11-02 16:00:00","2016-11-02 20:00:00","1,200","60","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com","Newport Avenue and bacon Street","32.7468563782","-117.251065057"
"Curbside Bites Food Truck Markets (Wed. Lunch)","47627","","FARMERS","Every Wednesday, a caravan of food trucks are conveniently located in Little Italy to serve lunchtime meals. Each food truck has its own menu choices. Just pick out what it is that you like and it's quickly served.","B Street between India & Columbia Streeets","2016-11-02 11:00:00","2016-11-02 14:00:00","300","25","Curbside Bites","www.curbsidebites.com","B Street & Columbia Streeet","32.7177711","-117.1674008"
"Pacific Beach Tuesday Farmer's Market","47575","","FARMERS","This farmer's market offers locally grown vegetables, fruits, flowers, eggs plus artisan food and craft vendors, providing Pacfic Beach residents andvisitors healthy food in a family friendly gathering place.","Bayard Street between Grand and Garnet Avenues","2016-11-01 14:00:00","2016-11-01 19:00:00","800","60","Discover PB","www.pacificbeachmarket.com","4499 Bayard St","32.7968783228","-117.253364808"
"The Haunted Trail of Balboa Park (38-Day Event)","48236","","FESTIVAL","A haunted forest in the darkness of night is beckoning you to come and walk upon its trail.
Are you ready to walk amid eerie sounds and lurking shadows where eyes glow in the dark and
creepy fingers reach out for you? Hang onto the rope! You don't want to get lost in this forest!","Balboa Park - Marston Point and along Balboa Dr. near Juniper St.
","2016-10-31 19:00:00","2016-10-31 00:00:00","25,000","60","The Haunted Trail San Diego LLC.","www.hauntedtrail.net","2174 8th Dr","32.7276935011","-117.157928041"
"The Haunted Hotel (39-Day Event)","48359","","FESTIVAL","The creaky door to the haunted hotel is opening and something is beckoning for you to go inside. Do you dare to step into darkened hallways where eerie sounds abound and creepy creatures slither about, and the undead reach out to touch you? The haunted hotel is waiting. Do you dare to go inside? ","Broker's Building basement at 424 Market Street in downtown San Diego.","2016-10-31 19:00:00","2016-10-31 23:00:00","25,000","40","The Haunted Hotel San Diego, LLC.","www.hauntedhotel.com","424 Market St","32.7117135866","-117.160673936"
"Annual Clairemont Church of God Fall Festival","48427","","FESTIVAL","Clairemont Church of God is offering a safe and fun Halloween for community children as an alternative from going door to door for treats. There aregames, a magic show, an inflatable slide, cricature artist, and snack food. The Trunks of Treats are decorated cars filled with candy for children. ","Clairemont Church of God at 4955 Conrad Avenue
","2016-10-31 18:00:00","2016-10-31 20:00:00","500","25","Clairemont Church of God","www.my ccog.org","","NaN","NaN"
"The Haunted Hotel (39-Day Event)","48358","","FESTIVAL","The creaky door to the haunted hotel is opening and something is beckoning for you to go inside. Do you dare to step into darkened hallways where eerie sounds abound and creepy creatures slither about, and the undead reach out to touch you? The haunted hotel is waiting. Do you dare to go inside? ","Broker's Building basement at 424 Market Street in downtown San Diego.","2016-10-30 19:00:00","2016-10-30 23:00:00","25,000","40","The Haunted Hotel San Diego, LLC.","www.hauntedhotel.com","424 Market St","32.7117135866","-117.160673936"
"The Haunted Trail of Balboa Park (38-Day Event)","48235","","FESTIVAL","A haunted forest in the darkness of night is beckoning you to come and walk upon its trail.
Are you ready to walk amid eerie sounds and lurking shadows where eyes glow in the dark and
creepy fingers reach out for you? Hang onto the rope! You don't want to get lost in this forest!","Balboa Park - Marston Point and along Balboa Dr. near Juniper St.
","2016-10-30 19:00:00","2016-10-30 00:00:00","25,000","60","The Haunted Trail San Diego LLC.","www.hauntedtrail.net","2174 8th Dr","32.7276935011","-117.157928041"
"Waterfront Sunday Market","48384","","FARMERS","The Waterfront Sunday Market is a Certified Farmers' Market filled with fruits, vegetables, herbs, flowers, eggs, cheese, artisan food purveyors, and local handicrafts. ","East Plaza of the San Diego County Administration Builidng at 1600 Pacific Highway.","2016-10-30 11:00:00","2016-10-30 15:00:00","800","88","Just Call Us Volunteers","www.sandiegomarkets.com","","NaN","NaN"
"Old Town Artisan's Market","48039","","FARMERS","A weekend open air market offering an array of interesting art, jewelery, pottery, clothing, gift
items and more by local artists.","Harney Street between San Diego Avenue and Congress Street","2016-10-30 10:00:00","2016-10-30 16:30:00","1,000","100","Old Town San Diego Chamber of Commerce","","San Diego Ave & Harney St","32.7527798284","-117.19490439"
"2016 Hillcrest Farmers' Market (Sundays_","47410","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","DMV parking lot (3690 Normal St.) ~ Normal Street between Lilncoln Ave. & University Ave.","2016-10-30 09:00:00","2016-10-30 15:00:00","2,000","400","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3960 Normal Street","32.7503250573","-117.149186273"
"Third Avenue Certified Farmer's Market (Sundays)","47523","","FARMERS","This farmer's market in downtown San Diego Offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, nuts, jams,dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","Third Avenue (400 block) ~ J Street (200 block)","2016-10-30 09:00:00","2016-10-30 13:00:00","500","50","Community Crops","","377 J Street","32.6348329871","-117.048376581"
"The Chardonnay Run ","48146","","ATHLETIC","The Chardonnay Run is a national 5K wine racing series! The focus is on serving up fun – not to mention wine and cheese – to participants looking to grab their friends, put on their running shoes & enjoy a glass of wine.","Tecolote Shores North Park pathways - Fiesta Island Road","2016-10-30 07:30:00","2016-10-30 13:30:00","3,000","100","MESP Inc.","www.thechardonnayrun.com","1750 Fiesta Island Rd","32.7679501768","-117.212458722"
"2nd Annual Hip Hop Health & Wellness 5K","48456","","ATHLETIC","The Hip Hop & Wellness 5K is a blend of fitness, art, and community. Southeastern neighbors walk/run in their neighborhood to show solidarity, health, and innovative thought. ","Educational Cultural Complex ~ San Pasqual Street ~ Ocean View Boulevard ~ 47th Street ~ Imperial Avenue ~ Euclid Avenue ~ Logan Avenue","2016-10-30 07:00:00","2016-10-30 11:00:00","1,500","50","The Blue Heart Foundation","www.SDHipHop5K.com","","NaN","NaN"
"The Haunted Trail of Balboa Park (38-Day Event)","48234","","FESTIVAL","A haunted forest in the darkness of night is beckoning you to come and walk upon its trail.
Are you ready to walk amid eerie sounds and lurking shadows where eyes glow in the dark and
creepy fingers reach out for you? Hang onto the rope! You don't want to get lost in this forest!","Balboa Park - Marston Point and along Balboa Dr. near Juniper St.
","2016-10-29 19:00:00","2016-10-29 00:00:00","25,000","60","The Haunted Trail San Diego LLC.","www.hauntedtrail.net","2174 8th Dr","32.7276935011","-117.157928041"
"Monster Bash 2016","48394","","FESTIVAL","This adult (age 21+) Halloween block party offers a costume contest with a whopping $5K cash prize! So, wear your best costume and let come alive! There's plenty of bewitching cocktails, ghoulish food, and monster music. Enjoy the Go-Go dancers and stilt walkers as you wiggle through the crowd. ","Island Avenue (between 6th Ave. & 8th Ave.) ~ 6th Avenue (between J St. & Market St.) ~ 7th Avenue (between J St. & Market St.)","2016-10-29 18:00:00","2016-10-30 00:00:00","5,000","200","Gaslamp Quarter Historical Foundation","www.eastvillagesandiego.com","","NaN","NaN"
"The Haunted Hotel (39-Day Event)","48332","","FESTIVAL","The creaky door to the haunted hotel is opening and something is beckoning for you to go inside. Do you dare to step into darkened hallways where eerie sounds abound and creepy creatures slither about, and the undead reach out to touch you? The haunted hotel is waiting. Do you dare to go inside? ","Broker's Building basement at 424 Market Street in downtown San Diego","2016-10-29 18:00:00","2016-10-29 01:00:00","25,000","40","The Haunted Hotel San Diego, LLC.","www.hauntedhotel.com","424 Market St","32.7117135866","-117.160673936"
"Mt. Carmel High School Band Review","48470","","PARADES","In the community of Rancho Penasquitos, you'll hear the sounds of approximately 20 high school bands. They'll be marching in a parade and competing at a band tournament. Come out and watch the parade as they proudly pass by in their crisp uniforms. ","Paseo Montalban/Cima Bella - Paseo Montalban - Carmel Mountain Rd. - Mt. Carmel High School","2016-10-29 12:00:00","2016-10-29 15:00:00","1,000","100","Mt. Carmel Music Foundation","www.mchsbandtournament.com","","NaN","NaN"
"Old Town Artisan's Market","48038","","FARMERS","A weekend open air market offering an array of interesting art, jewelery, pottery, clothing, gift
items and more by local artists.","Harney Street between San Diego Avenue and Congress Street","2016-10-29 10:00:00","2016-10-29 16:30:00","1,000","100","Old Town San Diego Chamber of Commerce","","San Diego Ave & Harney St","32.7527798284","-117.19490439"
"The Boulevard BOO! Parade","48145","","PARADES","People in the College area can choose to watch the parade or wear a costume and be in the parade. You know it's Halloween when you see people walk like a zombie, fly like a bat, and dance like a ghost. Show off your fiendish, ghoulish, or adorable fashion by letting your costume come alive! ","El Cajon Boulevard between 55th Street and Montezuma Road","2016-10-29 10:00:00","2016-10-29 13:00:00","10,000","1,000","College Area Economic Development Corporation","www.booparade.com","59th St and El Cajon Blvd","32.7596944691","-117.070508389"
"Voltaire Scare","48313","","FESTIVAL","San Diego's FREE Halloween Festival with live music, art, food, and more is happening on Voltaire Street in Ocean Beach. There's a kidz zone, live art, a scavenger hunt, and a photobooth accompanied by live entertainment!","Voltaire Street between Cable and Bacon Streets","2016-10-29 10:00:00","2016-10-29 21:00:00","3,000","20","OB Arts Collective","www.obartscollective.com","4901 Voltaire","32.751077894","-117.245562411"
"Golden Hill Certified Farmer's Market","47826","","FARMERS","This farmer's market in Golden Hill offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, bakery, cheese, sauces, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","B Street between 27th St. & 28th St.","2016-10-29 09:30:00","2016-10-29 13:30:00","500","50","Brian's Farmer Markets","www.briansfarmermarkets.com","B St & 27th St","32.717914557","-117.136062254"
"City Heights Farmer's Market (Every Saturday)","47469","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, bakery, dry goods, prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop!","Wightman Street between 43rd St. & Fairmont Ave.","2016-10-29 09:00:00","2016-10-29 13:00:00","500","100","San Diego County Farm Bureau","www.sdfarmbureau.org","Wightman Street & Fairmont Ave.","32.7477470272","-117.100901315"
"The Mercato: Little Italy's Farmers Market (Sat.)","47357","","FARMERS","The Little Italy Mercato is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The Mercato also offers artisan foods and specialty items of all shapes and sizes.
","West Cedar Street between Front Street and Kettner Boulevard","2016-10-29 08:00:00","2016-10-29 14:00:00","1,500","400","Little Italy Association of San Diego","www.littleitalymercato.com","Front St & W Cedar St","32.7219541989","-117.164767717"
"Paid Up Members Only Over the Line Tournament","48320","","ATHLETIC","Over the Line (OTL) for paid up members (PUMO) and guests to expose new members to the rules and strategies of the game.","Mariner's Point/Bonita Cove in Mission Bay Park","2016-10-29 08:00:00","2016-10-29 18:00:00","45","15","Old Mission Beach Athletic Club (OMBAC)","www.ombac/org","3298 Mariners Way","32.7654264","-117.2457236"
"Triathlon Club of San Diego","48239","","ATHLETIC","The Triathlon Club of San Diego offers several chances for club members to train and practice
for various races during the season.","Fiesta Island and Enchanted Cove in Mission Bay Park","2016-10-29 07:00:00","2016-10-29 09:00:00","200","20","Triathlon Club of San Diego","www.triclubsandiego.org","1750 Fiesta Island Rd","32.7679501768","-117.212458722"
"The Haunted Trail of Balboa Park (38-Day Event)","48233","","FESTIVAL","A haunted forest in the darkness of night is beckoning you to come and walk upon its trail.
Are you ready to walk amid eerie sounds and lurking shadows where eyes glow in the dark and
creepy fingers reach out for you? Hang onto the rope! You don't want to get lost in this forest!","Balboa Park - Marston Point and along Balboa Dr. near Juniper St.
","2016-10-28 19:00:00","2016-10-28 00:00:00","25,000","60","The Haunted Trail San Diego LLC.","www.hauntedtrail.net","2174 8th Dr","32.7276935011","-117.157928041"
"The Haunted Hotel (39-Day Event)","48331","","FESTIVAL","The creaky door to the haunted hotel is opening and something is beckoning for you to go inside. Do you dare to step into darkened hallways where eerie sounds abound and creepy creatures slither about, and the undead reach out to touch you? The haunted hotel is waiting. Do you dare to go inside? ","Broker's Building basement at 424 Market Street in downtown San Diego","2016-10-28 18:00:00","2016-10-28 01:00:00","25,000","40","The Haunted Hotel San Diego, LLC.","www.hauntedhotel.com","424 Market St","32.7117135866","-117.160673936"
"Nightmare on Normal Street","48449","","FESTIVAL","It's an evening Halloween party in Hillcrest. You'll see people mingle about in elaborate costumes and high fashion enjoying music, street dancing, food, and cocktails. There's a $1,000 prize for the winner of the costume contest! It could be you if you sign up for the contest and wear a costume! ","Normal Street between Harvey Milk St. & Lincoln Ave.","2016-10-28 18:00:00","2016-10-28 23:30:00","3,000","100","Hillcrest Business Association","www.fabuloushillcrest.com","","NaN","NaN"
"The Haunted Trail of Balboa Park (38-Day Event)","48232","","FESTIVAL","A haunted forest in the darkness of night is beckoning you to come and walk upon its trail.
Are you ready to walk amid eerie sounds and lurking shadows where eyes glow in the dark and
creepy fingers reach out for you? Hang onto the rope! You don't want to get lost in this forest!","Balboa Park - Marston Point and along Balboa Dr. near Juniper St.
","2016-10-27 19:00:00","2016-10-27 00:00:00","25,000","60","The Haunted Trail San Diego LLC.","www.hauntedtrail.net","2174 8th Dr","32.7276935011","-117.157928041"
"The Haunted Hotel (39-Day Event)","48357","","FESTIVAL","The creaky door to the haunted hotel is opening and something is beckoning for you to go inside. Do you dare to step into darkened hallways where eerie sounds abound and creepy creatures slither about, and the undead reach out to touch you? The haunted hotel is waiting. Do you dare to go inside? ","Broker's Building basement at 424 Market Street in downtown San Diego.","2016-10-27 19:00:00","2016-10-27 23:00:00","25,000","40","The Haunted Hotel San Diego, LLC.","www.hauntedhotel.com","424 Market St","32.7117135866","-117.160673936"
"North Park Farmer's Market","47932","","FARMERS","This farmer's market in North Park offers locally grown vegetables, fruits, fresh flowers, eggs,
artisan products, and craft vendors providing North Park residents and visitors with healthy
foods in a family oriented community gathering place. ","North Park Way between Granada Avenue and 30th Street","2016-10-27 15:00:00","2016-10-27 20:00:00","900","70","North Park Main Street","","Granada Ave & N Park Way","32.7473727523","-117.131889699"
"UTC Farmer's Market (Every Thursday)","47878","","FARMERS","This farmer's market in University City offers an array of groceries and goodies. Featured items
include fresh fruits and vegetables, flowers, bakery, cheese, sauces, dry goods, prepared
foods, and specialty treats. There are also gift items and craft creations. Come and shop!","Southbound Regents Road south of Porte de Merano to the dead end of Regents Road","2016-10-27 15:00:00","2016-10-27 19:00:00","250","40","Brian's Farmers' Market","www.briansfarmersmarket.com","7397 Regents Rd","32.857293971","-117.219793012"
"The Haunted Trail of Balboa Park (38-Day Event)","48231","","FESTIVAL","A haunted forest in the darkness of night is beckoning you to come and walk upon its trail.
Are you ready to walk amid eerie sounds and lurking shadows where eyes glow in the dark and
creepy fingers reach out for you? Hang onto the rope! You don't want to get lost in this forest!","Balboa Park - Marston Point and along Balboa Dr. near Juniper St.
","2016-10-26 19:00:00","2016-10-26 00:00:00","25,000","60","The Haunted Trail San Diego LLC.","www.hauntedtrail.net","2174 8th Dr","32.7276935011","-117.157928041"
"The Haunted Hotel (39-Day Event)","48356","","FESTIVAL","The creaky door to the haunted hotel is opening and something is beckoning for you to go inside. Do you dare to step into darkened hallways where eerie sounds abound and creepy creatures slither about, and the undead reach out to touch you? The haunted hotel is waiting. Do you dare to go inside? ","Broker's Building basement at 424 Market Street in downtown San Diego.","2016-10-26 19:00:00","2016-10-26 23:00:00","25,000","40","The Haunted Hotel San Diego, LLC.","www.hauntedhotel.com","424 Market St","32.7117135866","-117.160673936"
"Ocean Beach Certified Farmer's Market (Wednesdays)","47678","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","Newport Avenue between Bacon and Cable Streets ","2016-10-26 16:00:00","2016-10-26 20:00:00","1,200","60","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com","Newport Avenue and bacon Street","32.7468563782","-117.251065057"
"Curbside Bites Food Truck Markets (Wed. Lunch)","47626","","FARMERS","Every Wednesday, a caravan of food trucks are conveniently located in Little Italy to serve lunchtime meals. Each food truck has its own menu choices. Just pick out what it is that you like and it's quickly served.","B Street between India & Columbia Streeets","2016-10-26 11:00:00","2016-10-26 14:00:00","300","25","Curbside Bites","www.curbsidebites.com","B Street & Columbia Streeet","32.7177711","-117.1674008"
"The Haunted Trail of Balboa Park (38-Day Event)","48230","","FESTIVAL","A haunted forest in the darkness of night is beckoning you to come and walk upon its trail.
Are you ready to walk amid eerie sounds and lurking shadows where eyes glow in the dark and
creepy fingers reach out for you? Hang onto the rope! You don't want to get lost in this forest!","Balboa Park - Marston Point and along Balboa Dr. near Juniper St.
","2016-10-25 19:00:00","2016-10-25 00:00:00","25,000","60","The Haunted Trail San Diego LLC.","www.hauntedtrail.net","2174 8th Dr","32.7276935011","-117.157928041"
"The Haunted Hotel (39-Day Event)","48355","","FESTIVAL","The creaky door to the haunted hotel is opening and something is beckoning for you to go inside. Do you dare to step into darkened hallways where eerie sounds abound and creepy creatures slither about, and the undead reach out to touch you? The haunted hotel is waiting. Do you dare to go inside? ","Broker's Building basement at 424 Market Street in downtown San Diego.","2016-10-25 19:00:00","2016-10-25 23:00:00","25,000","40","The Haunted Hotel San Diego, LLC.","www.hauntedhotel.com","424 Market St","32.7117135866","-117.160673936"
"Pacific Beach Tuesday Farmer's Market","47574","","FARMERS","This farmer's market offers locally grown vegetables, fruits, flowers, eggs plus artisan food and craft vendors, providing Pacfic Beach residents andvisitors healthy food in a family friendly gathering place.","Bayard Street between Grand and Garnet Avenues","2016-10-25 14:00:00","2016-10-25 19:00:00","800","60","Discover PB","www.pacificbeachmarket.com","4499 Bayard St","32.7968783228","-117.253364808"
"The Haunted Hotel (39-Day Event)","48354","","FESTIVAL","The creaky door to the haunted hotel is opening and something is beckoning for you to go inside. Do you dare to step into darkened hallways where eerie sounds abound and creepy creatures slither about, and the undead reach out to touch you? The haunted hotel is waiting. Do you dare to go inside? ","Broker's Building basement at 424 Market Street in downtown San Diego.","2016-10-24 19:00:00","2016-10-24 23:00:00","25,000","40","The Haunted Hotel San Diego, LLC.","www.hauntedhotel.com","424 Market St","32.7117135866","-117.160673936"
"The Haunted Trail of Balboa Park (38-Day Event)","48229","","FESTIVAL","A haunted forest in the darkness of night is beckoning you to come and walk upon its trail.
Are you ready to walk amid eerie sounds and lurking shadows where eyes glow in the dark and
creepy fingers reach out for you? Hang onto the rope! You don't want to get lost in this forest!","Balboa Park - Marston Point and along Balboa Dr. near Juniper St.
","2016-10-24 19:00:00","2016-10-24 00:00:00","25,000","60","The Haunted Trail San Diego LLC.","www.hauntedtrail.net","2174 8th Dr","32.7276935011","-117.157928041"
"The Haunted Trail of Balboa Park (38-Day Event)","48228","","FESTIVAL","A haunted forest in the darkness of night is beckoning you to come and walk upon its trail.
Are you ready to walk amid eerie sounds and lurking shadows where eyes glow in the dark and
creepy fingers reach out for you? Hang onto the rope! You don't want to get lost in this forest!","Balboa Park - Marston Point and along Balboa Dr. near Juniper St.
","2016-10-23 19:00:00","2016-10-23 00:00:00","25,000","60","The Haunted Trail San Diego LLC.","www.hauntedtrail.net","2174 8th Dr","32.7276935011","-117.157928041"
"The Haunted Hotel (39-Day Event)","48353","","FESTIVAL","The creaky door to the haunted hotel is opening and something is beckoning for you to go inside. Do you dare to step into darkened hallways where eerie sounds abound and creepy creatures slither about, and the undead reach out to touch you? The haunted hotel is waiting. Do you dare to go inside? ","Broker's Building basement at 424 Market Street in downtown San Diego.","2016-10-23 19:00:00","2016-10-23 23:00:00","25,000","40","The Haunted Hotel San Diego, LLC.","www.hauntedhotel.com","424 Market St","32.7117135866","-117.160673936"
"Waterfront Sunday Market","48383","","FARMERS","The Waterfront Sunday Market is a Certified Farmers' Market filled with fruits, vegetables, herbs, flowers, eggs, cheese, artisan food purveyors, and local handicrafts. ","East Plaza of the San Diego County Administration Builidng at 1600 Pacific Highway.","2016-10-23 11:00:00","2016-10-23 15:00:00","800","88","Just Call Us Volunteers","www.sandiegomarkets.com","","NaN","NaN"
"Old Town Artisan's Market","48037","","FARMERS","A weekend open air market offering an array of interesting art, jewelery, pottery, clothing, gift
items and more by local artists.","Harney Street between San Diego Avenue and Congress Street","2016-10-23 10:00:00","2016-10-23 16:30:00","1,000","100","Old Town San Diego Chamber of Commerce","","San Diego Ave & Harney St","32.7527798284","-117.19490439"
"Third Avenue Certified Farmer's Market (Sundays)","47522","","FARMERS","This farmer's market in downtown San Diego Offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, nuts, jams,dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","Third Avenue (400 block) ~ J Street (200 block)","2016-10-23 09:00:00","2016-10-23 13:00:00","500","50","Community Crops","","377 J Street","32.6348329871","-117.048376581"
